"","taxon","lfc_(Intercept)","lfc_treatmentTreated","se_(Intercept)","se_treatmentTreated","W_(Intercept)","W_treatmentTreated","p_(Intercept)","p_treatmentTreated","q_(Intercept)","q_treatmentTreated","diff_(Intercept)","diff_treatmentTreated","passed_ss_(Intercept)","passed_ss_treatmentTreated","diff_robust_(Intercept)","diff_robust_treatmentTreated"
"91","g__Lachnoanaerobaculum",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"92","g__Stomatobaculum",1.87693698734654,-2.83211205278592,2.90752464008247,3.38915419775212,0.64554465385143,-0.835639775453221,0.622085222955778,0.47513584794732,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"93","g__Peptococcus",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"94","g__Mogibacterium",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"95","g__[Eubacterium]_yurii_group",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"96","g__Peptostreptococcus",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"97","g__Anaerococcus",0.134751789435745,0.161898141214311,0.727489831198696,0.786357677040443,0.185228416476574,0.205883589543673,0.856489733656665,0.843859728998725,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"98","g__Ezakiella",-0.676852548428489,0.87942107640424,0.481329881650878,0.630672064849497,-1.40621343953756,1.39441894673756,0.294901759096128,0.297894186723041,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"99","g__Fenollaria",0.321158950155333,-0.0359925951395702,1.09492466041768,1.24835089810437,0.293316025992894,-0.0288321137864564,0.781756264554812,0.979550197722111,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"100","g__Finegoldia",-0.34468604468746,0.928093492476494,0.565633291619784,0.496784587219075,-0.609380759220157,1.86820106008486,0.556133320939984,0.151102164793203,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"101","g__Murdochiella",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"102","g__Parvimonas",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"103","g__Peptoniphilus",-0.774316094054232,1.65476330927726,1.03368068546036,1.43844212193259,-0.749086352241731,1.15038574305238,0.475252150549337,0.298712683369539,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"104","g__W5053",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"105","g__Selenomonas",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"106","g__Anaeroglobus",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"107","g__Dialister",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"108","g__Megasphaera",-0.33142210247175,0.0281420396966343,0.397257154953096,0.448465922849478,-0.834275980531757,0.0627517906328857,0.49190084308993,0.955555954295899,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"109","g__Negativicoccus",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"110","g__Veillonella",-0.486675503561032,0.548576055160072,1.26776148586634,1.63177045829458,-0.383885698521955,0.336184573247763,0.709981427454803,0.748913687858229,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"111","g__Fusobacterium",-0.747715481412951,1.96264590728628,0.778571215177772,1.23907285911397,-0.960368771458143,1.58396327774439,0.37395620187808,0.164292620295226,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"112","g__Leptotrichia",0.0585131349036752,0.094677887128353,0.815243633616275,0.144208638428503,0.0717738017089706,0.65653408949765,0.945114596543952,0.5358334825195,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"113","g__Acetobacter",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
